,year_ceremony,category,name,film,golden_globe
6638,2010,Actor In A Supporting Role,Woody Harrelson,"Messenger, The",Nominee
6639,2010,Actor In A Supporting Role,Christopher Plummer,"Last Station, The",Nominee
6640,2010,Actor In A Supporting Role,Stanley Tucci,"Lovely Bones, The",Nominee
6641,2010,Directing,James Cameron,Avatar,Winner
6642,2010,Directing,Kathryn Bigelow,"Hurt Locker, The",Nominee
6643,2010,Directing,Jason Reitman,Up In The Air,Nominee
6644,2010,Directing,Quentin Tarantino,Inglourious Basterds,Nominee
6645,2010,Directing,Clint Eastwood,Invictus,Nominee
6646,2010,Writing (Original Screenplay),"Jason Reitman, Sheldon Turner",Up In The Air,Winner
6647,2010,Writing (Original Screenplay),"Neill Blomkamp, Terri Tatchell",District 9,Nominee
6648,2010,Writing (Original Screenplay),Mark Boal,"Hurt Locker, The",Nominee
6649,2010,Writing (Original Screenplay),Nancy Meyers,It'S Complicated,Nominee
6650,2010,Writing (Original Screenplay),Quentin Tarantino,Inglourious Basterds,Nominee
6737,2011,Actress In A Leading Role - Drama,Natalie Portman,Black Swan,Winner
6738,2011,Actress In A Leading Role - Drama,Halle Berry,Frankie And Alice,Nominee
6739,2011,Actress In A Leading Role - Drama,Nicole Kidman,Rabbit Hole,Nominee
6740,2011,Actress In A Leading Role - Drama,Jennifer Lawrence,Winter'S Bone,Nominee
6741,2011,Actress In A Leading Role - Drama,Michelle Williams,Blue Valentine,Nominee
6742,2011,Actor In A Leading Role - Drama,Colin Firth,The King'S Speech,Winner
6743,2011,Actor In A Leading Role - Drama,Ryan Gosling,Blue Valentine,Nominee
6744,2011,Actor In A Leading Role - Drama,Mark Wahlberg,"Fighter, The",Nominee
6745,2011,Actor In A Leading Role - Drama,Jesse Eisenberg,The Social Network,Nominee
6746,2011,Actor In A Leading Role - Drama,James Franco,127 Hours,Nominee
6747,2011,Actress In A Leading Role - Musical or Comedy,Annette Bening,"Kids Are All Right, The",Winner
6748,2011,Actress In A Leading Role - Musical or Comedy,Anne Hathaway,Love & Other Drugs,Nominee
6749,2011,Actress In A Leading Role - Musical or Comedy,Angelina Jolie,"Tourist, The",Nominee
6750,2011,Actress In A Leading Role - Musical or Comedy,Julianne Moore,"Kids Are All Right, The",Nominee
6751,2011,Actress In A Leading Role - Musical or Comedy,Emma Stone,Easy A,Nominee
6752,2011,Actor In A Leading Role - Musical or Comedy,Paul Giamatti,Barney'S Version,Winner
6753,2011,Actor In A Leading Role - Musical or Comedy,Johnny Depp,Alice In Wonderland,Nominee
6754,2011,Actor In A Leading Role - Musical or Comedy,Johnny Depp,"Tourist, The",Nominee
6755,2011,Actor In A Leading Role - Musical or Comedy,Jake Gyllenhaal,Love & Other Drugs,Nominee
6756,2011,Actor In A Leading Role - Musical or Comedy,Kevin Spacey,Casino Jack,Nominee
6757,2011,Actress In A Supporting Role,Melissa Leo,"Fighter, The",Winner
6758,2011,Actress In A Supporting Role,Helena Bonham Carter,The King'S Speech,Nominee
6759,2011,Actress In A Supporting Role,Mila Kunis,Black Swan,Nominee
6760,2011,Actress In A Supporting Role,Jacki Weaver,Animal Kingdom,Nominee
6761,2011,Actress In A Supporting Role,Amy Adams,"Fighter, The",Nominee
6762,2011,Actor In A Supporting Role,Christian Bale,"Fighter, The",Winner
6763,2011,Actor In A Supporting Role,Michael Douglas,Wall Street: Money Never Sleeps,Nominee
6764,2011,Actor In A Supporting Role,Andrew Garfield,The Social Network,Nominee
6765,2011,Actor In A Supporting Role,Jeremy Renner,"Town, The",Nominee
6766,2011,Actor In A Supporting Role,Geoffrey Rush,The King'S Speech,Nominee
6767,2011,Directing,David Fincher,The Social Network,Winner
6768,2011,Directing,Darren Aronofsky,Black Swan,Nominee
6769,2011,Directing,Tom Hooper,The King'S Speech,Nominee
6770,2011,Directing,Christopher Nolan,Inception,Nominee
6771,2011,Directing,David O. Russell,"Fighter, The",Nominee
6772,2011,Writing (Original Screenplay),Aaron Sorkin,The Social Network,Winner
6773,2011,Writing (Original Screenplay),"Danny Boyle, Simon Beaufoy",127 Hours,Nominee
6774,2011,Writing (Original Screenplay),"Lisa Cholodenko, Stuart Blumberg","Kids Are All Right, The",Nominee
6775,2011,Writing (Original Screenplay),Christopher Nolan,Inception,Nominee
6776,2011,Writing (Original Screenplay),David Seidler,The King'S Speech,Nominee
6865,2012,Actress In A Leading Role - Drama,Meryl Streep,"Iron Lady, The",Winner
6866,2012,Actress In A Leading Role - Drama,Glenn Close,Albert Nobbs,Nominee
6867,2012,Actress In A Leading Role - Drama,Viola Davis,The Help,Nominee
6868,2012,Actress In A Leading Role - Drama,Rooney Mara,The Girl With The Dragon Tattoo,Nominee
6869,2012,Actress In A Leading Role - Drama,Tilda Swinton,We Need To Talk About Kevin,Nominee
6870,2012,Actor In A Leading Role - Drama,George Clooney,"Descendants, The",Winner
6871,2012,Actor In A Leading Role - Drama,Ryan Gosling,"Ides Of March, The",Nominee
6872,2012,Actor In A Leading Role - Drama,Brad Pitt,Moneyball,Nominee
6873,2012,Actor In A Leading Role - Drama,Leonardo DiCaprio,J. Edgar,Nominee
6874,2012,Actor In A Leading Role - Drama,Michael Fassbender,Shame,Nominee
6875,2012,Actress In A Leading Role - Musical or Comedy,Michelle Williams,My Week With Marilyn,Winner
6876,2012,Actress In A Leading Role - Musical or Comedy,Jodie Foster,Carnage,Nominee
6877,2012,Actress In A Leading Role - Musical or Comedy,Charlize Theron,Young Adult,Nominee
6878,2012,Actress In A Leading Role - Musical or Comedy,Kristen Wiig,Bridesmaids,Nominee
6879,2012,Actress In A Leading Role - Musical or Comedy,Kate Winslet,Carnage,Nominee
6880,2012,Actor In A Leading Role - Musical or Comedy,Jean Dujardin,The Artist,Winner
6881,2012,Actor In A Leading Role - Musical or Comedy,Brendan Gleeson,"Guard, The",Nominee
6882,2012,Actor In A Leading Role - Musical or Comedy,Joseph Gordon-Levitt,50/50,Nominee
6883,2012,Actor In A Leading Role - Musical or Comedy,Ryan Gosling,"Crazy, Stupid, Love.",Nominee
6884,2012,Actor In A Leading Role - Musical or Comedy,Owen Wilson,Midnight In Paris,Nominee
6885,2012,Actress In A Supporting Role,Octavia Spencer,The Help,Winner
6886,2012,Actress In A Supporting Role,Bérénice Bejo,The Artist,Nominee
6887,2012,Actress In A Supporting Role,Jessica Chastain,The Help,Nominee
6888,2012,Actress In A Supporting Role,Janet McTeer,Albert Nobbs,Nominee
6889,2012,Actress In A Supporting Role,Shailene Woodley,"Descendants, The",Nominee
6890,2012,Actor In A Supporting Role,Christopher Plummer,Beginners,Winner
6891,2012,Actor In A Supporting Role,Albert Brooks,Drive,Nominee
6892,2012,Actor In A Supporting Role,Jonah Hill,Moneyball,Nominee
6893,2012,Actor In A Supporting Role,Viggo Mortensen,"Dangerous Method, A",Nominee
6894,2012,Actor In A Supporting Role,Kenneth Branagh,My Week With Marilyn,Nominee
6895,2012,Directing,Martin Scorsese,Hugo,Winner
6896,2012,Directing,Alexander Payne,"Descendants, The",Nominee
6897,2012,Directing,Woody Allen,Midnight In Paris,Nominee
6898,2012,Directing,George Clooney,"Ides Of March, The",Nominee
6899,2012,Directing,Michel Hazanavicius,The Artist,Nominee
6900,2012,Writing (Original Screenplay),Woody Allen,Midnight In Paris,Winner
6901,2012,Writing (Original Screenplay),"George Clooney, Grant Heslov, Beau Willimon","Ides Of March, The",Nominee
6902,2012,Writing (Original Screenplay),Michel Hazanavicius,The Artist,Nominee
6903,2012,Writing (Original Screenplay),"Aaron Sorkin, Steve Zaillian, Stan Chervin",Moneyball,Nominee
6904,2012,Writing (Original Screenplay),"Nat Faxon, Jim Rash, Alexander Payne","Descendants, The",Nominee
6991,2013,Actress In A Leading Role - Drama,Jessica Chastain,Zero Dark Thirty 	,Winner
6992,2013,Actress In A Leading Role - Drama,Marion Cotillard,Rust And Bone,Nominee
6993,2013,Actress In A Leading Role - Drama,Helen Mirren,Hitchcock,Nominee
6994,2013,Actress In A Leading Role - Drama,Naomi Watts,"Impossible, The",Nominee
6995,2013,Actress In A Leading Role - Drama,Rachel Weisz,"Deep Blue Sea, The",Nominee
6996,2013,Actor In A Leading Role - Drama,Daniel Day-Lewis,Lincoln,Winner
6997,2013,Actor In A Leading Role - Drama,Richard Gere,Arbitrage,Nominee
6998,2013,Actor In A Leading Role - Drama,Joaquin Phoenix,"Master, The",Nominee
6999,2013,Actor In A Leading Role - Drama,Denzel Washington,Flight,Nominee
7000,2013,Actor In A Leading Role - Drama,John Hawkes,"Sessions, The",Nominee
7001,2013,Actress In A Leading Role - Musical or Comedy,Jennifer Lawrence,Silver Linings Playbook,Winner
7002,2013,Actress In A Leading Role - Musical or Comedy,Emily Blunt,Salmon Fishing In The Yemen,Nominee
7003,2013,Actress In A Leading Role - Musical or Comedy,Judi Dench,"Best Exotic Marigold Hotel, The",Nominee
7004,2013,Actress In A Leading Role - Musical or Comedy,Maggie Smith,Quartet,Nominee
7005,2013,Actress In A Leading Role - Musical or Comedy,Meryl Streep,Hope Springs,Nominee
7006,2013,Actor In A Leading Role - Musical or Comedy,Hugh Jackman,Les Misérables,Winner
7007,2013,Actor In A Leading Role - Musical or Comedy,Bill Murray,Hyde Park On Hudson,Nominee
7008,2013,Actor In A Leading Role - Musical or Comedy,Bradley Cooper,Silver Linings Playbook,Nominee
7009,2013,Actor In A Leading Role - Musical or Comedy,Jack Black,Bernie,Nominee
7010,2013,Actor In A Leading Role - Musical or Comedy,Ewan McGregor,Salmon Fishing In The Yemen,Nominee
7011,2013,Actress In A Supporting Role,Anne Hathaway,Les Misérables,Winner
7012,2013,Actress In A Supporting Role,Amy Adams,"Master, The",Nominee
7013,2013,Actress In A Supporting Role,Helen Hunt,"Sessions, The",Nominee
7014,2013,Actress In A Supporting Role,Nicole Kidman,"Paperboy, The",Nominee
7015,2013,Actress In A Supporting Role,Sally Field,Lincoln,Nominee
7016,2013,Actor In A Supporting Role,Christoph Waltz,Django Unchained,Winner
7017,2013,Actor In A Supporting Role,Philip Seymour Hoffman,"Master, The",Nominee
7018,2013,Actor In A Supporting Role,Alan Arkin,Argo,Nominee
7019,2013,Actor In A Supporting Role,Leonardo DiCaprio,Django Unchained,Nominee
7020,2013,Actor In A Supporting Role,Tommy Lee Jones,Lincoln,Nominee
7021,2013,Directing,Ben Affleck,Argo,Winner
7022,2013,Directing,Ang Lee,Life Of Pi,Nominee
7023,2013,Directing,Steven Spielberg,Lincoln,Nominee
7024,2013,Directing,Kathryn Bigelow,Zero Dark Thirty 	,Nominee
7025,2013,Directing,Quentin Tarantino,Django Unchained,Nominee
7026,2013,Writing (Original Screenplay),Quentin Tarantino,Django Unchained,Winner
7027,2013,Writing (Original Screenplay),Tony Kushner,Lincoln,Nominee
7028,2013,Writing (Original Screenplay),Mark Boal,Zero Dark Thirty 	,Nominee
7029,2013,Writing (Original Screenplay),David O. Russell,Silver Linings Playbook,Nominee
7030,2013,Writing (Original Screenplay),Chris Terrio,Argo,Nominee
7117,2014,Actress In A Leading Role - Drama,Cate Blanchett,Blue Jasmine,Winner
7118,2014,Actress In A Leading Role - Drama,Sandra Bullock,Gravity,Nominee
7119,2014,Actress In A Leading Role - Drama,Judi Dench,Philomena,Nominee
7120,2014,Actress In A Leading Role - Drama,Kate Winslet,Labor Day,Nominee
7121,2014,Actress In A Leading Role - Drama,Emma Thompson,Saving Mr. Banks,Nominee
7122,2014,Actor In A Leading Role - Drama,Matthew McConaughey,Dallas Buyers Club,Winner
7123,2014,Actor In A Leading Role - Drama,Robert Redford,All Is Lost,Nominee
7124,2014,Actor In A Leading Role - Drama,Chiwetel Ejiofor,12 Years A Slave,Nominee
7125,2014,Actor In A Leading Role - Drama,Tom Hanks,Captain Phillips,Nominee
7126,2014,Actor In A Leading Role - Drama,Idris Elba,Mandela: Long Walk To Freedom,Nominee
7127,2014,Actress In A Leading Role - Musical or Comedy,Amy Adams,American Hustle,Winner
7128,2014,Actress In A Leading Role - Musical or Comedy,Julia Louis-Dreyfus,Enough Said,Nominee
7129,2014,Actress In A Leading Role - Musical or Comedy,Greta Gerwig,Frances Ha,Nominee
7130,2014,Actress In A Leading Role - Musical or Comedy,Meryl Streep,August: Osage County,Nominee
7131,2014,Actress In A Leading Role - Musical or Comedy,Julie Delpy,Before Midnight,Nominee
7132,2014,Actor In A Leading Role - Musical or Comedy,Leonardo DiCaprio,"Wolf Of Wall Street, The",Winner
7133,2014,Actor In A Leading Role - Musical or Comedy,Christian Bale,American Hustle,Nominee
7134,2014,Actor In A Leading Role - Musical or Comedy,Bruce Dern,Nebraska,Nominee
7135,2014,Actor In A Leading Role - Musical or Comedy,Oscar Isaac,Inside Llewyn Davis,Nominee
7136,2014,Actor In A Leading Role - Musical or Comedy,Joaquin Phoenix,Her,Nominee
7137,2014,Actress In A Supporting Role,Jennifer Lawrence,American Hustle,Winner
7138,2014,Actress In A Supporting Role,Sally Hawkins,Blue Jasmine,Nominee
7139,2014,Actress In A Supporting Role,Lupita Nyong'o,12 Years A Slave,Nominee
7140,2014,Actress In A Supporting Role,June Squibb,Nebraska,Nominee
7141,2014,Actress In A Supporting Role,Julia Roberts,August: Osage County,Nominee
7142,2014,Actor In A Supporting Role,Jared Leto,Dallas Buyers Club,Winner
7143,2014,Actor In A Supporting Role,Michael Fassbender,12 Years A Slave,Nominee
7144,2014,Actor In A Supporting Role,Barkhad Abdi,Captain Phillips,Nominee
7145,2014,Actor In A Supporting Role,Daniel Brühl,Rush,Nominee
7146,2014,Actor In A Supporting Role,Bradley Cooper,American Hustle,Nominee
7147,2014,Directing,Alfonso Cuarón,Gravity,Winner
7148,2014,Directing,Steve McQueen,12 Years A Slave,Nominee
7149,2014,Directing,Paul Greengrass,Captain Phillips,Nominee
7150,2014,Directing,David O. Russell,American Hustle,Nominee
7151,2014,Directing,Alexander Payne,Nebraska,Nominee
7152,2014,Writing (Original Screenplay),Spike Jonze,Her,Winner
7153,2014,Writing (Original Screenplay),John Ridley,12 Years A Slave,Nominee
7154,2014,Writing (Original Screenplay),"Steve Coogan, Jeff Pope",Philomena,Nominee
7155,2014,Writing (Original Screenplay),"Eric Warren Singer , David O. Russell",American Hustle,Nominee
7156,2014,Writing (Original Screenplay),Bob Nelson,Nebraska,Nominee
7241,2015,Actress In A Leading Role - Drama,Julianne Moore,Still Alice,Winner
7242,2015,Actress In A Leading Role - Drama,Jennifer Aniston,Cake,Nominee
7243,2015,Actress In A Leading Role - Drama,Felicity Jones,The Theory Of Everything,Nominee
7244,2015,Actress In A Leading Role - Drama,Rosamund Pike,Gone Girl,Nominee
7245,2015,Actress In A Leading Role - Drama,Reese Witherspoon,Wild,Nominee
7246,2015,Actor In A Leading Role - Drama,Eddie Redmayne,The Theory Of Everything,Winner
7247,2015,Actor In A Leading Role - Drama,Steve Carell,Foxcatcher,Nominee
7248,2015,Actor In A Leading Role - Drama,Jake Gyllenhaal,Nightcrawler,Nominee
7249,2015,Actor In A Leading Role - Drama,Benedict Cumberbatch,The Imitation Game,Nominee
7250,2015,Actor In A Leading Role - Drama,David Oyelowo,Selma,Nominee
7251,2015,Actress In A Leading Role - Musical or Comedy,Amy Adams,Big Eyes,Winner
7252,2015,Actress In A Leading Role - Musical or Comedy,Emily Blunt,Into The Woods,Nominee
7253,2015,Actress In A Leading Role - Musical or Comedy,Helen Mirren,"Hundred-Foot Journey, The",Nominee
7254,2015,Actress In A Leading Role - Musical or Comedy,Julianne Moore,Maps To The Stars,Nominee
7255,2015,Actress In A Leading Role - Musical or Comedy,Quvenzhané Wallis,Annie (2014),Nominee
7256,2015,Actor In A Leading Role - Musical or Comedy,Michael Keaton,Birdman,Winner
7257,2015,Actor In A Leading Role - Musical or Comedy,Ralph Fiennes,"Grand Budapest Hotel, The",Nominee
7258,2015,Actor In A Leading Role - Musical or Comedy,Christoph Waltz,Big Eyes,Nominee
7259,2015,Actor In A Leading Role - Musical or Comedy,Bill Murray,St. Vincent,Nominee
7260,2015,Actor In A Leading Role - Musical or Comedy,Joaquin Phoenix,Inherent Vice,Nominee
7261,2015,Actress In A Supporting Role,Patricia Arquette,Boyhood,Winner
7262,2015,Actress In A Supporting Role,Emma Stone,Birdman,Nominee
7263,2015,Actress In A Supporting Role,Keira Knightley,The Imitation Game,Nominee
7264,2015,Actress In A Supporting Role,Meryl Streep,Into The Woods,Nominee
7265,2015,Actress In A Supporting Role,Jessica Chastain,A Most Violent Year,Nominee
7266,2015,Actor In A Supporting Role,J.K. Simmons,Whiplash,Winner
7267,2015,Actor In A Supporting Role,Mark Ruffalo,Foxcatcher,Nominee
7268,2015,Actor In A Supporting Role,Robert Duvall,"Judge, The",Nominee
7269,2015,Actor In A Supporting Role,Ethan Hawke,Boyhood,Nominee
7270,2015,Actor In A Supporting Role,Edward Norton,Birdman,Nominee
7271,2015,Directing,Richard Linklater,Boyhood,Winner
7272,2015,Directing,Alejandro González Iñárritu,Birdman,Nominee
7273,2015,Directing,David Fincher,Gone Girl,Nominee
7274,2015,Directing,Wes Anderson,"Grand Budapest Hotel, The",Nominee
7275,2015,Directing,Ava DuVernay,Selma,Nominee
7276,2015,Writing (Original Screenplay),"Alejandro González Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Armando Bo",Birdman,Winner
7277,2015,Writing (Original Screenplay),Graham Moore,The Imitation Game,Nominee
7278,2015,Writing (Original Screenplay),Gillian Flynn,Gone Girl,Nominee
7279,2015,Writing (Original Screenplay),Wes Anderson,"Grand Budapest Hotel, The",Nominee
7280,2015,Writing (Original Screenplay),Richard Linklater,Boyhood,Nominee
7367,2016,Actress In A Leading Role - Drama,Brie Larson,Room,Winner
7368,2016,Actress In A Leading Role - Drama,Cate Blanchett,Carol,Nominee
7369,2016,Actress In A Leading Role - Drama,Rooney Mara,Carol,Nominee
7370,2016,Actress In A Leading Role - Drama,Alicia Vikander,The Danish Girl,Nominee
7371,2016,Actress In A Leading Role - Drama,Saoirse Ronan,Brooklyn,Nominee
7372,2016,Actor In A Leading Role - Drama,Leonardo DiCaprio,The Revenant,Winner
7373,2016,Actor In A Leading Role - Drama,Will Smith,Concussion,Nominee
7374,2016,Actor In A Leading Role - Drama,Michael Fassbender,Steve Jobs,Nominee
7375,2016,Actor In A Leading Role - Drama,Eddie Redmayne,The Danish Girl,Nominee
7376,2016,Actor In A Leading Role - Drama,Bryan Cranston,Trumbo,Nominee
7377,2016,Actress In A Leading Role - Musical or Comedy,Jennifer Lawrence,Joy,Winner
7378,2016,Actress In A Leading Role - Musical or Comedy,Maggie Smith,"Lady In The Van, The",Nominee
7379,2016,Actress In A Leading Role - Musical or Comedy,Amy Schumer,Trainwreck,Nominee
7380,2016,Actress In A Leading Role - Musical or Comedy,Lily Tomlin,Grandma,Nominee
7381,2016,Actress In A Leading Role - Musical or Comedy,Melissa McCarthy,Spy,Nominee
7382,2016,Actor In A Leading Role - Musical or Comedy,Matt Damon,The Martian,Winner
7383,2016,Actor In A Leading Role - Musical or Comedy,Al Pacino,Danny Collins,Nominee
7384,2016,Actor In A Leading Role - Musical or Comedy,Mark Ruffalo,Infinitely Polar Bear,Nominee
7385,2016,Actor In A Leading Role - Musical or Comedy,Christian Bale,"Big Short, The",Nominee
7386,2016,Actor In A Leading Role - Musical or Comedy,Steve Carell,"Big Short, The",Nominee
7387,2016,Actress In A Supporting Role,Kate Winslet,Steve Jobs,Winner
7388,2016,Actress In A Supporting Role,Jane Fonda,Youth,Nominee
7389,2016,Actress In A Supporting Role,Alicia Vikander,Ex Machina,Nominee
7390,2016,Actress In A Supporting Role,Jennifer Jason Leigh,The Hateful Eight,Nominee
7391,2016,Actress In A Supporting Role,Helen Mirren,Trumbo,Nominee
7392,2016,Actor In A Supporting Role,Sylvester Stallone,Creed,Winner
7393,2016,Actor In A Supporting Role,Michael Shannon,99 Homes,Nominee
7394,2016,Actor In A Supporting Role,Idris Elba,Beasts Of No Nation,Nominee
7395,2016,Actor In A Supporting Role,Mark Rylance,Bridge Of Spies,Nominee
7396,2016,Actor In A Supporting Role,Paul Dano,Love & Mercy,Nominee
7397,2016,Directing,Alejandro González Iñárritu,The Revenant,Winner
7398,2016,Directing,Ridley Scott,The Martian,Nominee
7399,2016,Directing,Todd Haynes,Carol,Nominee
7400,2016,Directing,George Miller,Mad Max: Fury Road,Nominee
7401,2016,Directing,Tom McCarthy,Spotlight,Nominee
7402,2016,Writing (Original Screenplay),Aaron Sorkin,Steve Jobs,Winner
7403,2016,Writing (Original Screenplay),Emma Donoghue,Room,Nominee
7404,2016,Writing (Original Screenplay),"Tom McCarthy, Josh Singer",Spotlight,Nominee
7405,2016,Writing (Original Screenplay),"Charles Randolph, Adam McKay","Big Short, The",Nominee
7406,2016,Writing (Original Screenplay),Quentin Tarantino,The Hateful Eight,Nominee
7494,2017,Actress In A Leading Role - Drama,Isabelle Huppert,Elle,Winner
7495,2017,Actress In A Leading Role - Drama,Amy Adams,Arrival,Nominee
7496,2017,Actress In A Leading Role - Drama,Jessica Chastain,Miss Sloane,Nominee
7497,2017,Actress In A Leading Role - Drama,Ruth Negga,Loving,Nominee
7498,2017,Actress In A Leading Role - Drama,Natalie Portman,Jackie,Nominee
7499,2017,Actor In A Leading Role - Drama,Casey Affleck,Manchester By The Sea,Winner
7500,2017,Actor In A Leading Role - Drama,Joel Edgerton,Loving,Nominee
7501,2017,Actor In A Leading Role - Drama,Andrew Garfield,Hacksaw Ridge,Nominee
7502,2017,Actor In A Leading Role - Drama,Viggo Mortensen,Captain Fantastic,Nominee
7503,2017,Actor In A Leading Role - Drama,Denzel Washington,Fences,Nominee
7504,2017,Actress In A Leading Role - Musical or Comedy,Emma Stone,La La Land,Winner
7505,2017,Actress In A Leading Role - Musical or Comedy,Annette Bening,20Th Century Women,Nominee
7506,2017,Actress In A Leading Role - Musical or Comedy,Lily Collins,Rules Don'T Apply,Nominee
7507,2017,Actress In A Leading Role - Musical or Comedy,Hailee Steinfeld,The Edge Of Seventeen,Nominee
7508,2017,Actress In A Leading Role - Musical or Comedy,Meryl Streep,Florence Foster Jenkins,Nominee
7509,2017,Actor In A Leading Role - Musical or Comedy,Ryan Gosling,La La Land,Winner
7510,2017,Actor In A Leading Role - Musical or Comedy,Colin Farrell,The Lobster,Nominee
7511,2017,Actor In A Leading Role - Musical or Comedy,Hugh Grant,Florence Foster Jenkins,Nominee
7512,2017,Actor In A Leading Role - Musical or Comedy,Jonah Hill,War Dogs,Nominee
7513,2017,Actor In A Leading Role - Musical or Comedy,Ryan Reynolds,Deadpool,Nominee
7514,2017,Actress In A Supporting Role,Viola Davis,Fences,Winner
7515,2017,Actress In A Supporting Role,Naomie Harris,Moonlight,Nominee
7516,2017,Actress In A Supporting Role,Nicole Kidman,Lion,Nominee
7517,2017,Actress In A Supporting Role,Octavia Spencer,Hidden Figures,Nominee
7518,2017,Actress In A Supporting Role,Michelle Williams,Manchester By The Sea,Nominee
7519,2017,Actor In A Supporting Role,Aaron Taylor-Johnson,Nocturnal Animals,Winner
7520,2017,Actor In A Supporting Role,Mahershala Ali,Moonlight,Nominee
7521,2017,Actor In A Supporting Role,Jeff Bridges,Hell Or High Water,Nominee
7522,2017,Actor In A Supporting Role,Simon Helberg,Florence Foster Jenkins,Nominee
7523,2017,Actor In A Supporting Role,Dev Patel,Lion,Nominee
7524,2017,Directing,Damien Chazelle,La La Land,Winner
7525,2017,Directing,Barry Jenkins,Moonlight,Nominee
7526,2017,Directing,Kenneth Lonergan,Manchester By The Sea,Nominee
7527,2017,Directing,Tom Ford,Nocturnal Animals,Nominee
7528,2017,Directing,Mel Gibson,Hacksaw Ridge,Nominee
7529,2017,Writing (Original Screenplay),Damien Chazelle,La La Land,Winner
7530,2017,Writing (Original Screenplay),Tom Ford,Nocturnal Animals,Nominee
7531,2017,Writing (Original Screenplay),Barry Jenkins,Moonlight,Nominee
7532,2017,Writing (Original Screenplay),Kenneth Lonergan,Manchester By The Sea,Nominee
7533,2017,Writing (Original Screenplay),Taylor Sheridan,Hell Or High Water,Nominee
7621,2018,Actress In A Leading Role - Drama,Frances McDormand,"Three Billboards Outside Ebbing, Missouri",Winner
7622,2018,Actress In A Leading Role - Drama,Meryl Streep,The Post,Nominee
7623,2018,Actress In A Leading Role - Drama,Michelle Williams,All The Money In The World,Nominee
7624,2018,Actress In A Leading Role - Drama,Jessica Chastain,Molly'S Game,Nominee
7625,2018,Actress In A Leading Role - Drama,Sally Hawkins,The Shape Of Water,Nominee
7626,2018,Actor In A Leading Role - Drama,Gary Oldman,Darkest Hour,Winner
7627,2018,Actor In A Leading Role - Drama,Timothée Chalamet,Call Me By Your Name,Nominee
7628,2018,Actor In A Leading Role - Drama,Daniel Day-Lewis,Phantom Thread,Nominee
7629,2018,Actor In A Leading Role - Drama,Tom Hanks,The Post,Nominee
7630,2018,Actor In A Leading Role - Drama,Denzel Washington,"Roman J. Israel, Esq.",Nominee
7631,2018,Actress In A Leading Role - Musical or Comedy,Saoirse Ronan,Lady Bird,Winner
7632,2018,Actress In A Leading Role - Musical or Comedy,Judi Dench,Victoria & Abdul,Nominee
7633,2018,Actress In A Leading Role - Musical or Comedy,Helen Mirren,"Leisure Seeker, The ",Nominee
7634,2018,Actress In A Leading Role - Musical or Comedy,Margot Robbie,"I, Tonya",Nominee
7635,2018,Actress In A Leading Role - Musical or Comedy,Emma Stone,Battle Of The Sexes,Nominee
7636,2018,Actor In A Leading Role - Musical or Comedy,James Franco,"Disaster Artist, The ",Winner
7637,2018,Actor In A Leading Role - Musical or Comedy,Hugh Jackman,The Greatest Showman,Nominee
7638,2018,Actor In A Leading Role - Musical or Comedy,Daniel Kaluuya,Get Out,Nominee
7639,2018,Actor In A Leading Role - Musical or Comedy,Steve Carell,Battle Of The Sexes,Nominee
7640,2018,Actor In A Leading Role - Musical or Comedy,Ansel Elgort,Baby Driver,Nominee
7641,2018,Actress In A Supporting Role,Allison Janney,"I, Tonya",Winner
7642,2018,Actress In A Supporting Role,Mary J. Blige,Mudbound,Nominee
7643,2018,Actress In A Supporting Role,Hong Chau,Downsizing,Nominee
7644,2018,Actress In A Supporting Role,Laurie Metcalf,Lady Bird,Nominee
7645,2018,Actress In A Supporting Role,Octavia Spencer,The Shape Of Water,Nominee
7646,2018,Actor In A Supporting Role,Sam Rockwell,"Three Billboards Outside Ebbing, Missouri",Winner
7647,2018,Actor In A Supporting Role,Willem Dafoe,"Florida Project, The ",Nominee
7648,2018,Actor In A Supporting Role,Armie Hammer,Call Me By Your Name,Nominee
7649,2018,Actor In A Supporting Role,Richard Jenkins,The Shape Of Water,Nominee
7650,2018,Actor In A Supporting Role,Christopher Plummer,All The Money In The World,Nominee
7651,2018,Directing,Guillermo del Toro,The Shape Of Water,Winner
7652,2018,Directing,Ridley Scott,All The Money In The World,Nominee
7653,2018,Directing,Steven Spielberg,The Post,Nominee
7654,2018,Directing,Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",Nominee
7655,2018,Directing,Christopher Nolan,Dunkirk,Nominee
7656,2018,Writing (Original Screenplay),Martin McDonagh,"Three Billboards Outside Ebbing, Missouri",Winner
7657,2018,Writing (Original Screenplay),"Guillermo del Toro, Vanessa Taylor",The Shape Of Water,Nominee
7658,2018,Writing (Original Screenplay),Greta Gerwig,Lady Bird,Nominee
7659,2018,Writing (Original Screenplay),"Liz Hannah, Josh Singer",The Post,Nominee
7660,2018,Writing (Original Screenplay),Aaron Sorkin,Molly'S Game,Nominee
7747,2019,Actress In A Leading Role - Drama,Glenn Close,"Wife, The",Winner
7748,2019,Actress In A Leading Role - Drama,Lady Gaga,"Star Is Born, A (2018)",Nominee
7749,2019,Actress In A Leading Role - Drama,Nicole Kidman,Destroyer,Nominee
7750,2019,Actress In A Leading Role - Drama,Melissa McCarthy,Can You Ever Forgive Me?,Nominee
