,year_ceremony,category,name,film,oscar
9221,2011,Best Picture,"Iain Canning, Emile Sherman and Gareth Unwin, Producers",The King'S Speech,Winner
9222,2011,Best Picture,"Christian Colson, Danny Boyle and John Smithson, Producers",127 Hours,Nominee
9223,2011,Best Picture,"Scott Rudin, Dana Brunetti, Michael De Luca and Ceán Chaffin, Producers",The Social Network,Nominee
9224,2011,Best Picture,"Darla K. Anderson, Producer",Toy Story 3,Nominee
9225,2011,Best Picture,"Scott Rudin, Ethan Coen and Joel Coen, Producers",True Grit,Nominee
9226,2011,Best Picture,"Anne Rosellini and Alix Madigan-Yorkin, Producers",Winter'S Bone,Nominee
9252,2011,Writing (Adapted Screenplay),Screenplay by Danny Boyle & Simon Beaufoy,127 Hours,Nominee
9253,2011,Writing (Adapted Screenplay),Screenplay by Aaron Sorkin,The Social Network,Winner
9254,2011,Writing (Adapted Screenplay),"Screenplay by Michael Arndt; Story by John Lasseter, Andrew Stanton and Lee Unkrich",Toy Story 3,Nominee
9255,2011,Writing (Adapted Screenplay),Written for the screen by Joel Coen & Ethan Coen,True Grit,Nominee
9256,2011,Writing (Adapted Screenplay),Adapted for the screen by Debra Granik & Anne Rosellini,Winter'S Bone,Nominee
9257,2011,Writing (Original Screenplay),Written by Mike Leigh,Another Year,Nominee
9258,2011,Writing (Original Screenplay),Screenplay by Scott Silver and Paul Tamasy & Eric Johnson; Story by Keith Dorrington & Paul Tamasy & Eric Johnson,The Fighter,Nominee
9259,2011,Writing (Original Screenplay),Written by Christopher Nolan,Inception,Nominee
9260,2011,Writing (Original Screenplay),Written by Lisa Cholodenko & Stuart Blumberg,The Kids Are All Right,Nominee
9261,2011,Writing (Original Screenplay),Screenplay by David Seidler,The King'S Speech,Winner
9266,2012,Actor In A Leading Role,Demián Bichir,A Better Life,Nominee
9267,2012,Actor In A Leading Role,George Clooney,The Descendants,Nominee
9268,2012,Actor In A Leading Role,Jean Dujardin,The Artist,Winner
9269,2012,Actor In A Leading Role,Gary Oldman,Tinker Tailor Soldier Spy,Nominee
9270,2012,Actor In A Leading Role,Brad Pitt,Moneyball,Nominee
9271,2012,Actor In A Supporting Role,Kenneth Branagh,My Week With Marilyn,Nominee
9272,2012,Actor In A Supporting Role,Jonah Hill,Moneyball,Nominee
9273,2012,Actor In A Supporting Role,Nick Nolte,Warrior,Nominee
9274,2012,Actor In A Supporting Role,Christopher Plummer,Beginners,Winner
9275,2012,Actor In A Supporting Role,Max von Sydow,Extremely Loud & Incredibly Close,Nominee
9276,2012,Actress In A Leading Role,Glenn Close,Albert Nobbs,Nominee
9277,2012,Actress In A Leading Role,Viola Davis,The Help,Nominee
9278,2012,Actress In A Leading Role,Rooney Mara,The Girl With The Dragon Tattoo,Nominee
9279,2012,Actress In A Leading Role,Meryl Streep,The Iron Lady,Winner
9280,2012,Actress In A Leading Role,Michelle Williams,My Week With Marilyn,Nominee
9281,2012,Actress In A Supporting Role,Bérénice Bejo,The Artist,Nominee
9282,2012,Actress In A Supporting Role,Jessica Chastain,The Help,Nominee
9283,2012,Actress In A Supporting Role,Melissa McCarthy,Bridesmaids,Nominee
9284,2012,Actress In A Supporting Role,Janet McTeer,Albert Nobbs,Nominee
9285,2012,Actress In A Supporting Role,Octavia Spencer,The Help,Winner
9306,2012,Directing,Michel Hazanavicius,The Artist,Winner
9307,2012,Directing,Alexander Payne,The Descendants,Nominee
9308,2012,Directing,Martin Scorsese,Hugo,Nominee
9309,2012,Directing,Woody Allen,Midnight In Paris,Nominee
9310,2012,Directing,Terrence Malick,The Tree Of Life,Nominee
9326,2012,International Feature Film,Belgium,Bullhead,Nominee
9327,2012,International Feature Film,Israel,Footnote,Nominee
9328,2012,International Feature Film,Poland,In Darkness,Nominee
9329,2012,International Feature Film,Canada,Monsieur Lazhar,Nominee
9330,2012,International Feature Film,Iran,A Separation,Winner
9341,2012,Best Picture,"Thomas Langmann, Producer",The Artist,Winner
9342,2012,Best Picture,"Jim Burke, Alexander Payne and Jim Taylor, Producers",The Descendants,Nominee
9343,2012,Best Picture,"Scott Rudin, Producer",Extremely Loud & Incredibly Close,Nominee
9344,2012,Best Picture,"Brunson Green, Chris Columbus and Michael Barnathan, Producers",The Help,Nominee
9345,2012,Best Picture,"Graham King and Martin Scorsese, Producers",Hugo,Nominee
9346,2012,Best Picture,"Letty Aronson and Stephen Tenenbaum, Producers",Midnight In Paris,Nominee
9347,2012,Best Picture,"Michael De Luca, Rachael Horovitz and Brad Pitt, Producers",Moneyball,Nominee
9348,2012,Best Picture,"Sarah Green, Bill Pohlad, Dede Gardner and Grant Hill, Producers",The Tree Of Life,Nominee
9349,2012,Best Picture,"Steven Spielberg and Kathleen Kennedy, Producers",War Horse,Nominee
9375,2012,Writing (Adapted Screenplay),Screenplay by Alexander Payne and Nat Faxon & Jim Rash,The Descendants,Winner
9376,2012,Writing (Adapted Screenplay),Screenplay by John Logan,Hugo,Nominee
9377,2012,Writing (Adapted Screenplay),Screenplay by George Clooney & Grant Heslov and Beau Willimon,The Ides Of March,Nominee
9378,2012,Writing (Adapted Screenplay),Screenplay by Steven Zaillian and Aaron Sorkin; Story by Stan Chervin,Moneyball,Nominee
9379,2012,Writing (Adapted Screenplay),Screenplay by Bridget O'Connor & Peter Straughan,Tinker Tailor Soldier Spy,Nominee
9380,2012,Writing (Original Screenplay),Written by Michel Hazanavicius,The Artist,Nominee
9381,2012,Writing (Original Screenplay),Written by Annie Mumolo & Kristen Wiig,Bridesmaids,Nominee
9382,2012,Writing (Original Screenplay),Written by J.C. Chandor,Margin Call,Nominee
9383,2012,Writing (Original Screenplay),Written by Woody Allen,Midnight In Paris,Winner
9384,2012,Writing (Original Screenplay),Written by Asghar Farhadi,A Separation,Nominee
9388,2013,Actor In A Leading Role,Bradley Cooper,Silver Linings Playbook,Nominee
9389,2013,Actor In A Leading Role,Daniel Day-Lewis,Lincoln,Winner
9390,2013,Actor In A Leading Role,Hugh Jackman,Les Misérables,Nominee
9391,2013,Actor In A Leading Role,Joaquin Phoenix,The Master,Nominee
9392,2013,Actor In A Leading Role,Denzel Washington,Flight,Nominee
9393,2013,Actor In A Supporting Role,Alan Arkin,Argo,Nominee
9394,2013,Actor In A Supporting Role,Robert De Niro,Silver Linings Playbook,Nominee
9395,2013,Actor In A Supporting Role,Philip Seymour Hoffman,The Master,Nominee
9396,2013,Actor In A Supporting Role,Tommy Lee Jones,Lincoln,Nominee
9397,2013,Actor In A Supporting Role,Christoph Waltz,Django Unchained,Winner
9398,2013,Actress In A Leading Role,Jessica Chastain,Zero Dark Thirty,Nominee
9399,2013,Actress In A Leading Role,Jennifer Lawrence,Silver Linings Playbook,Winner
9400,2013,Actress In A Leading Role,Emmanuelle Riva,Amour,Nominee
9401,2013,Actress In A Leading Role,Quvenzhané Wallis,Beasts Of The Southern Wild,Nominee
9402,2013,Actress In A Leading Role,Naomi Watts,The Impossible,Nominee
9403,2013,Actress In A Supporting Role,Amy Adams,The Master,Nominee
9404,2013,Actress In A Supporting Role,Sally Field,Lincoln,Nominee
9405,2013,Actress In A Supporting Role,Anne Hathaway,Les Misérables,Winner
9406,2013,Actress In A Supporting Role,Helen Hunt,The Sessions,Nominee
9407,2013,Actress In A Supporting Role,Jacki Weaver,Silver Linings Playbook,Nominee
9423,2013,Directing,Michael Haneke,Amour,Nominee
9424,2013,Directing,Benh Zeitlin,Beasts Of The Southern Wild,Nominee
9425,2013,Directing,Ang Lee,Life Of Pi,Winner
9426,2013,Directing,Steven Spielberg,Lincoln,Nominee
9427,2013,Directing,David O. Russell,Silver Linings Playbook,Nominee
9443,2013,International Feature Film,Austria,Amour,Winner
9444,2013,International Feature Film,Norway,Kon-Tiki,Nominee
9445,2013,International Feature Film,Chile,No,Nominee
9446,2013,International Feature Film,Denmark,A Royal Affair,Nominee
9447,2013,International Feature Film,Canada,War Witch,Nominee
9461,2013,Best Picture,"Margaret Menegoz, Stefan Arndt, Veit Heiduschka and Michael Katz, Producers",Amour,Nominee
9462,2013,Best Picture,"Grant Heslov, Ben Affleck and George Clooney, Producers",Argo,Winner
9463,2013,Best Picture,"Dan Janvey, Josh Penn and Michael Gottwald, Producers",Beasts Of The Southern Wild,Nominee
9464,2013,Best Picture,"Stacey Sher, Reginald Hudlin and Pilar Savone, Producers",Django Unchained,Nominee
9465,2013,Best Picture,"Tim Bevan, Eric Fellner, Debra Hayward and Cameron Mackintosh, Producers",Les Misérables,Nominee
9466,2013,Best Picture,"Gil Netter, Ang Lee and David Womark, Producers",Life Of Pi,Nominee
9467,2013,Best Picture,"Steven Spielberg and Kathleen Kennedy, Producers",Lincoln,Nominee
9468,2013,Best Picture,"Donna Gigliotti, Bruce Cohen and Jonathan Gordon, Producers",Silver Linings Playbook,Nominee
9469,2013,Best Picture,"Mark Boal, Kathryn Bigelow and Megan Ellison, Producers",Zero Dark Thirty,Nominee
9500,2013,Writing (Adapted Screenplay),Screenplay by Chris Terrio,Argo,Winner
9501,2013,Writing (Adapted Screenplay),Screenplay by Lucy Alibar & Benh Zeitlin,Beasts Of The Southern Wild,Nominee
9502,2013,Writing (Adapted Screenplay),Screenplay by David Magee,Life Of Pi,Nominee
9503,2013,Writing (Adapted Screenplay),Screenplay by Tony Kushner,Lincoln,Nominee
9504,2013,Writing (Adapted Screenplay),Screenplay by David O. Russell,Silver Linings Playbook,Nominee
9505,2013,Writing (Original Screenplay),Written by Michael Haneke,Amour,Nominee
9506,2013,Writing (Original Screenplay),Written by Quentin Tarantino,Django Unchained,Winner
9507,2013,Writing (Original Screenplay),Written by John Gatins,Flight,Nominee
9508,2013,Writing (Original Screenplay),Written by Wes Anderson & Roman Coppola,Moonrise Kingdom,Nominee
9509,2013,Writing (Original Screenplay),Written by Mark Boal,Zero Dark Thirty,Nominee
9514,2014,Actor In A Leading Role,Christian Bale,American Hustle,Nominee
9515,2014,Actor In A Leading Role,Bruce Dern,Nebraska,Nominee
9516,2014,Actor In A Leading Role,Leonardo DiCaprio,The Wolf Of Wall Street,Nominee
9517,2014,Actor In A Leading Role,Chiwetel Ejiofor,12 Years A Slave,Nominee
9518,2014,Actor In A Leading Role,Matthew McConaughey,Dallas Buyers Club,Winner
9519,2014,Actor In A Supporting Role,Barkhad Abdi,Captain Phillips,Nominee
9520,2014,Actor In A Supporting Role,Bradley Cooper,American Hustle,Nominee
9521,2014,Actor In A Supporting Role,Michael Fassbender,12 Years A Slave,Nominee
9522,2014,Actor In A Supporting Role,Jonah Hill,The Wolf Of Wall Street,Nominee
9523,2014,Actor In A Supporting Role,Jared Leto,Dallas Buyers Club,Winner
9524,2014,Actress In A Leading Role,Amy Adams,American Hustle,Nominee
9525,2014,Actress In A Leading Role,Cate Blanchett,Blue Jasmine,Winner
9526,2014,Actress In A Leading Role,Sandra Bullock,Gravity,Nominee
9527,2014,Actress In A Leading Role,Judi Dench,Philomena,Nominee
9528,2014,Actress In A Leading Role,Meryl Streep,August: Osage County,Nominee
9529,2014,Actress In A Supporting Role,Sally Hawkins,Blue Jasmine,Nominee
9530,2014,Actress In A Supporting Role,Jennifer Lawrence,American Hustle,Nominee
9531,2014,Actress In A Supporting Role,Lupita Nyong'o,12 Years A Slave,Winner
9532,2014,Actress In A Supporting Role,Julia Roberts,August: Osage County,Nominee
9533,2014,Actress In A Supporting Role,June Squibb,Nebraska,Nominee
9549,2014,Directing,David O. Russell,American Hustle,Nominee
9550,2014,Directing,Alfonso Cuarón,Gravity,Winner
9551,2014,Directing,Alexander Payne,Nebraska,Nominee
9552,2014,Directing,Steve McQueen,12 Years A Slave,Nominee
9553,2014,Directing,Martin Scorsese,The Wolf Of Wall Street,Nominee
9569,2014,International Feature Film,Belgium,The Broken Circle Breakdown,Nominee
9570,2014,International Feature Film,Italy,The Great Beauty,Winner
9571,2014,International Feature Film,Denmark,The Hunt,Nominee
9572,2014,International Feature Film,Cambodia,The Missing Picture,Nominee
9573,2014,International Feature Film,Palestine,Omar,Nominee
9587,2014,Best Picture,"Charles Roven, Richard Suckle, Megan Ellison and Jonathan Gordon, Producers",American Hustle,Nominee
9588,2014,Best Picture,"Scott Rudin, Dana Brunetti and Michael De Luca, Producers",Captain Phillips,Nominee
9589,2014,Best Picture,"Robbie Brenner and Rachel Winter, Producers",Dallas Buyers Club,Nominee
9590,2014,Best Picture,"Alfonso Cuarón and David Heyman, Producers",Gravity,Nominee
9591,2014,Best Picture,"Megan Ellison, Spike Jonze and Vincent Landay, Producers",Her,Nominee
9592,2014,Best Picture,"Albert Berger and Ron Yerxa, Producers",Nebraska,Nominee
9593,2014,Best Picture,"Gabrielle Tana, Steve Coogan and Tracey Seaward, Producers",Philomena,Nominee
9594,2014,Best Picture,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers",12 Years A Slave,Winner
9595,2014,Best Picture,"Martin Scorsese, Leonardo DiCaprio, Joey McFarland and Emma Tillinger Koskoff, Producers",The Wolf Of Wall Street,Nominee
9626,2014,Writing (Adapted Screenplay),"Written by Richard Linklater, Julie Delpy, Ethan Hawke",Before Midnight,Nominee
9627,2014,Writing (Adapted Screenplay),Screenplay by Billy Ray,Captain Phillips,Nominee
9628,2014,Writing (Adapted Screenplay),Screenplay by Steve Coogan and Jeff Pope,Philomena,Nominee
9629,2014,Writing (Adapted Screenplay),Screenplay by John Ridley,12 Years A Slave,Winner
9630,2014,Writing (Adapted Screenplay),Screenplay by Terence Winter,The Wolf Of Wall Street,Nominee
9631,2014,Writing (Original Screenplay),Written by Eric Warren Singer and David O. Russell,American Hustle,Nominee
9632,2014,Writing (Original Screenplay),Written by Woody Allen,Blue Jasmine,Nominee
9633,2014,Writing (Original Screenplay),Written by Craig Borten & Melisa Wallack,Dallas Buyers Club,Nominee
9634,2014,Writing (Original Screenplay),Written by Spike Jonze,Her,Winner
9635,2014,Writing (Original Screenplay),Written by Bob Nelson,Nebraska,Nominee
9640,2015,Actor In A Leading Role,Steve Carell,Foxcatcher,Nominee
9641,2015,Actor In A Leading Role,Bradley Cooper,American Sniper,Nominee
9642,2015,Actor In A Leading Role,Benedict Cumberbatch,The Imitation Game,Nominee
9643,2015,Actor In A Leading Role,Michael Keaton,Birdman Or (The Unexpected Virtue Of Ignorance),Nominee
9644,2015,Actor In A Leading Role,Eddie Redmayne,The Theory Of Everything,Winner
9645,2015,Actor In A Supporting Role,Robert Duvall,The Judge,Nominee
9646,2015,Actor In A Supporting Role,Ethan Hawke,Boyhood,Nominee
9647,2015,Actor In A Supporting Role,Edward Norton,Birdman Or (The Unexpected Virtue Of Ignorance),Nominee
9648,2015,Actor In A Supporting Role,Mark Ruffalo,Foxcatcher,Nominee
9649,2015,Actor In A Supporting Role,J.K. Simmons,Whiplash,Winner
9650,2015,Actress In A Leading Role,Marion Cotillard,"Two Days, One Night",Nominee
9651,2015,Actress In A Leading Role,Felicity Jones,The Theory Of Everything,Nominee
9652,2015,Actress In A Leading Role,Julianne Moore,Still Alice,Winner
9653,2015,Actress In A Leading Role,Rosamund Pike,Gone Girl,Nominee
9654,2015,Actress In A Leading Role,Reese Witherspoon,Wild,Nominee
9655,2015,Actress In A Supporting Role,Patricia Arquette,Boyhood,Winner
9656,2015,Actress In A Supporting Role,Laura Dern,Wild,Nominee
9657,2015,Actress In A Supporting Role,Keira Knightley,The Imitation Game,Nominee
9658,2015,Actress In A Supporting Role,Emma Stone,Birdman Or (The Unexpected Virtue Of Ignorance),Nominee
9659,2015,Actress In A Supporting Role,Meryl Streep,Into The Woods,Nominee
9675,2015,Directing,Alejandro G. Iñárritu,Birdman Or (The Unexpected Virtue Of Ignorance),Winner
9676,2015,Directing,Richard Linklater,Boyhood,Nominee
9677,2015,Directing,Bennett Miller,Foxcatcher,Nominee
9678,2015,Directing,Wes Anderson,The Grand Budapest Hotel,Nominee
9679,2015,Directing,Morten Tyldum,The Imitation Game,Nominee
9695,2015,International Feature Film,Poland,Ida,Winner
9696,2015,International Feature Film,Russia,Leviathan,Nominee
9697,2015,International Feature Film,Estonia,Tangerines,Nominee
9698,2015,International Feature Film,Mauritania,Timbuktu,Nominee
9699,2015,International Feature Film,Argentina,Wild Tales,Nominee
9713,2015,Best Picture,"Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper and Peter Morgan, Producers",American Sniper,Nominee
9714,2015,Best Picture,"Alejandro G. Iñárritu, John Lesher and James W. Skotchdopole, Producers",Birdman Or (The Unexpected Virtue Of Ignorance),Winner
9715,2015,Best Picture,"Richard Linklater and Cathleen Sutherland, Producers",Boyhood,Nominee
9716,2015,Best Picture,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson, Producers",The Grand Budapest Hotel,Nominee
9717,2015,Best Picture,"Nora Grossman, Ido Ostrowsky and Teddy Schwarzman, Producers",The Imitation Game,Nominee
9718,2015,Best Picture,"Christian Colson, Oprah Winfrey, Dede Gardner and Jeremy Kleiner, Producers",Selma,Nominee
9719,2015,Best Picture,"Tim Bevan, Eric Fellner, Lisa Bruce and Anthony McCarten, Producers",The Theory Of Everything,Nominee
9720,2015,Best Picture,"Jason Blum, Helen Estabrook and David Lancaster, Producers",Whiplash,Nominee
9751,2015,Writing (Adapted Screenplay),Written by Jason Hall,American Sniper,Nominee
9752,2015,Writing (Adapted Screenplay),Written by Graham Moore,The Imitation Game,Winner
9753,2015,Writing (Adapted Screenplay),Written for the screen by Paul Thomas Anderson,Inherent Vice,Nominee
9754,2015,Writing (Adapted Screenplay),Screenplay by Anthony McCarten,The Theory Of Everything,Nominee
9755,2015,Writing (Adapted Screenplay),Written by Damien Chazelle,Whiplash,Nominee
9756,2015,Writing (Original Screenplay),"Written by Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Jr. & Armando Bo",Birdman Or (The Unexpected Virtue Of Ignorance),Winner
9757,2015,Writing (Original Screenplay),Written by Richard Linklater,Boyhood,Nominee
9758,2015,Writing (Original Screenplay),Written by E. Max Frye and Dan Futterman,Foxcatcher,Nominee
9759,2015,Writing (Original Screenplay),Screenplay by Wes Anderson; Story by Wes Anderson & Hugo Guinness,The Grand Budapest Hotel,Nominee
9760,2015,Writing (Original Screenplay),Written by Dan Gilroy,Nightcrawler,Nominee
9765,2016,Actor In A Leading Role,Bryan Cranston,Trumbo,Nominee
9766,2016,Actor In A Leading Role,Matt Damon,The Martian,Nominee
9767,2016,Actor In A Leading Role,Leonardo DiCaprio,The Revenant,Winner
9768,2016,Actor In A Leading Role,Michael Fassbender,Steve Jobs,Nominee
9769,2016,Actor In A Leading Role,Eddie Redmayne,The Danish Girl,Nominee
9770,2016,Actor In A Supporting Role,Christian Bale,The Big Short,Nominee
9771,2016,Actor In A Supporting Role,Tom Hardy,The Revenant,Nominee
9772,2016,Actor In A Supporting Role,Mark Ruffalo,Spotlight,Nominee
9773,2016,Actor In A Supporting Role,Mark Rylance,Bridge Of Spies,Winner
9774,2016,Actor In A Supporting Role,Sylvester Stallone,Creed,Nominee
9775,2016,Actress In A Leading Role,Cate Blanchett,Carol,Nominee
9776,2016,Actress In A Leading Role,Brie Larson,Room,Winner
9777,2016,Actress In A Leading Role,Jennifer Lawrence,Joy,Nominee
9778,2016,Actress In A Leading Role,Charlotte Rampling,45 Years,Nominee
9779,2016,Actress In A Leading Role,Saoirse Ronan,Brooklyn,Nominee
9780,2016,Actress In A Supporting Role,Jennifer Jason Leigh,The Hateful Eight,Nominee
9781,2016,Actress In A Supporting Role,Rooney Mara,Carol,Nominee
9782,2016,Actress In A Supporting Role,Rachel McAdams,Spotlight,Nominee
9783,2016,Actress In A Supporting Role,Alicia Vikander,The Danish Girl,Winner
9784,2016,Actress In A Supporting Role,Kate Winslet,Steve Jobs,Nominee
9800,2016,Directing,Adam McKay,The Big Short,Nominee
9801,2016,Directing,George Miller,Mad Max: Fury Road,Nominee
9802,2016,Directing,Alejandro G. Iñárritu,The Revenant,Winner
9803,2016,Directing,Lenny Abrahamson,Room,Nominee
9804,2016,Directing,Tom McCarthy,Spotlight,Nominee
9820,2016,International Feature Film,Colombia,Embrace Of The Serpent,Nominee
9821,2016,International Feature Film,France,Mustang,Nominee
9822,2016,International Feature Film,Hungary,Son Of Saul,Winner
9823,2016,International Feature Film,Jordan,Theeb,Nominee
9824,2016,International Feature Film,Denmark,A War,Nominee
9838,2016,Best Picture,"Brad Pitt, Dede Gardner and Jeremy Kleiner, Producers",The Big Short,Nominee
9839,2016,Best Picture,"Steven Spielberg, Marc Platt and Kristie Macosko Krieger, Producers",Bridge Of Spies,Nominee
9840,2016,Best Picture,"Finola Dwyer and Amanda Posey, Producers",Brooklyn,Nominee
9841,2016,Best Picture,"Doug Mitchell and George Miller, Producers",Mad Max: Fury Road,Nominee
9842,2016,Best Picture,"Simon Kinberg, Ridley Scott, Michael Schaefer and Mark Huffam, Producers",The Martian,Nominee
9843,2016,Best Picture,"Arnon Milchan, Steve Golin, Alejandro G. Iñárritu, Mary Parent and Keith Redmon, Producers",The Revenant,Nominee
9844,2016,Best Picture,"Ed Guiney, Producer",Room,Nominee
9845,2016,Best Picture,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers",Spotlight,Winner
9876,2016,Writing (Adapted Screenplay),Screenplay by Charles Randolph and Adam McKay,The Big Short,Winner
9877,2016,Writing (Adapted Screenplay),Screenplay by Nick Hornby,Brooklyn,Nominee
9878,2016,Writing (Adapted Screenplay),Screenplay by Phyllis Nagy,Carol,Nominee
9879,2016,Writing (Adapted Screenplay),Screenplay by Drew Goddard,The Martian,Nominee
9880,2016,Writing (Adapted Screenplay),Screenplay by Emma Donoghue,Room,Nominee
9881,2016,Writing (Original Screenplay),Written by Matt Charman and Ethan Coen & Joel Coen,Bridge Of Spies,Nominee
9882,2016,Writing (Original Screenplay),Written by Alex Garland,Ex Machina,Nominee
9883,2016,Writing (Original Screenplay),"Screenplay by Pete Docter, Meg LeFauve, Josh Cooley; Original story by Pete Docter, Ronnie del Carmen",Inside Out,Nominee
9884,2016,Writing (Original Screenplay),Written by Josh Singer & Tom McCarthy,Spotlight,Winner
9885,2016,Writing (Original Screenplay),Screenplay by Jonathan Herman and Andrea Berloff; Story by S. Leigh Savidge & Alan Wenkus and Andrea Berloff,Straight Outta Compton,Nominee
9889,2017,Actor In A Leading Role,Casey Affleck,Manchester By The Sea,Winner
9890,2017,Actor In A Leading Role,Andrew Garfield,Hacksaw Ridge,Nominee
9891,2017,Actor In A Leading Role,Ryan Gosling,La La Land,Nominee
9892,2017,Actor In A Leading Role,Viggo Mortensen,Captain Fantastic,Nominee
9893,2017,Actor In A Leading Role,Denzel Washington,Fences,Nominee
9894,2017,Actor In A Supporting Role,Mahershala Ali,Moonlight,Winner
9895,2017,Actor In A Supporting Role,Jeff Bridges,Hell Or High Water,Nominee
9896,2017,Actor In A Supporting Role,Lucas Hedges,Manchester By The Sea,Nominee
9897,2017,Actor In A Supporting Role,Dev Patel,Lion,Nominee
9898,2017,Actor In A Supporting Role,Michael Shannon,Nocturnal Animals,Nominee
9899,2017,Actress In A Leading Role,Isabelle Huppert,Elle,Nominee
9900,2017,Actress In A Leading Role,Ruth Negga,Loving,Nominee
9901,2017,Actress In A Leading Role,Natalie Portman,Jackie,Nominee
9902,2017,Actress In A Leading Role,Emma Stone,La La Land,Winner
9903,2017,Actress In A Leading Role,Meryl Streep,Florence Foster Jenkins,Nominee
9904,2017,Actress In A Supporting Role,Viola Davis,Fences,Winner
9905,2017,Actress In A Supporting Role,Naomie Harris,Moonlight,Nominee
9906,2017,Actress In A Supporting Role,Nicole Kidman,Lion,Nominee
9907,2017,Actress In A Supporting Role,Octavia Spencer,Hidden Figures,Nominee
9908,2017,Actress In A Supporting Role,Michelle Williams,Manchester By The Sea,Nominee
9924,2017,Directing,Denis Villeneuve,Arrival,Nominee
9925,2017,Directing,Mel Gibson,Hacksaw Ridge,Nominee
9926,2017,Directing,Damien Chazelle,La La Land,Winner
9927,2017,Directing,Kenneth Lonergan,Manchester By The Sea,Nominee
9928,2017,Directing,Barry Jenkins,Moonlight,Nominee
9944,2017,International Feature Film,Denmark,Land Of Mine,Nominee
9945,2017,International Feature Film,Sweden,A Man Called Ove,Nominee
9946,2017,International Feature Film,Iran,The Salesman,Winner
9947,2017,International Feature Film,Australia,Tanna,Nominee
9948,2017,International Feature Film,Germany,Toni Erdmann,Nominee
9962,2017,Best Picture,"Shawn Levy, Dan Levine, Aaron Ryder and David Linde, Producers",Arrival,Nominee
9963,2017,Best Picture,"Scott Rudin, Denzel Washington and Todd Black, Producers",Fences,Nominee
9964,2017,Best Picture,"Bill Mechanic and David Permut, Producers",Hacksaw Ridge,Nominee
9965,2017,Best Picture,"Carla Hacken and Julie Yorn, Producers",Hell Or High Water,Nominee
9966,2017,Best Picture,"Donna Gigliotti, Peter Chernin, Jenno Topping, Pharrell Williams and Theodore Melfi, Producers",Hidden Figures,Nominee
9967,2017,Best Picture,"Fred Berger, Jordan Horowitz and Marc Platt, Producers",La La Land,Nominee
9968,2017,Best Picture,"Emile Sherman, Iain Canning and Angie Fielder, Producers",Lion,Nominee
9969,2017,Best Picture,"Matt Damon, Kimberly Steward, Chris Moore, Lauren Beck and Kevin J. Walsh, Producers",Manchester By The Sea,Nominee
9970,2017,Best Picture,"Adele Romanski, Dede Gardner and Jeremy Kleiner, Producers",Moonlight,Winner
10001,2017,Writing (Adapted Screenplay),Screenplay by Eric Heisserer,Arrival,Nominee
10002,2017,Writing (Adapted Screenplay),Screenplay by August Wilson,Fences,Nominee
10003,2017,Writing (Adapted Screenplay),Screenplay by Allison Schroeder and Theodore Melfi,Hidden Figures,Nominee
10004,2017,Writing (Adapted Screenplay),Screenplay by Luke Davies,Lion,Nominee
10005,2017,Writing (Adapted Screenplay),Screenplay by Barry Jenkins; Story by Tarell Alvin McCraney,Moonlight,Winner
10006,2017,Writing (Original Screenplay),Written by Taylor Sheridan,Hell Or High Water,Nominee
10007,2017,Writing (Original Screenplay),Written by Damien Chazelle,La La Land,Nominee
10008,2017,Writing (Original Screenplay),"Written by Yorgos Lanthimos, Efthimis Filippou",The Lobster,Nominee
10009,2017,Writing (Original Screenplay),Written by Kenneth Lonergan,Manchester By The Sea,Winner
10010,2017,Writing (Original Screenplay),Written by Mike Mills,20Th Century Women,Nominee
10015,2018,Actor In A Leading Role,Timothée Chalamet,Call Me By Your Name,Nominee
10016,2018,Actor In A Leading Role,Daniel Day-Lewis,Phantom Thread,Nominee
10017,2018,Actor In A Leading Role,Daniel Kaluuya,Get Out,Nominee
10018,2018,Actor In A Leading Role,Gary Oldman,Darkest Hour,Winner
10019,2018,Actor In A Leading Role,Denzel Washington,"Roman J. Israel, Esq.",Nominee
10020,2018,Actor In A Supporting Role,Willem Dafoe,The Florida Project,Nominee
10021,2018,Actor In A Supporting Role,Woody Harrelson,"Three Billboards Outside Ebbing, Missouri",Nominee
10022,2018,Actor In A Supporting Role,Richard Jenkins,The Shape Of Water,Nominee
10023,2018,Actor In A Supporting Role,Christopher Plummer,All The Money In The World,Nominee
10024,2018,Actor In A Supporting Role,Sam Rockwell,"Three Billboards Outside Ebbing, Missouri",Winner
10025,2018,Actress In A Leading Role,Sally Hawkins,The Shape Of Water,Nominee
10026,2018,Actress In A Leading Role,Frances McDormand,"Three Billboards Outside Ebbing, Missouri",Winner
10027,2018,Actress In A Leading Role,Margot Robbie,"I, Tonya",Nominee
10028,2018,Actress In A Leading Role,Saoirse Ronan,Lady Bird,Nominee
10029,2018,Actress In A Leading Role,Meryl Streep,The Post,Nominee
10030,2018,Actress In A Supporting Role,Mary J. Blige,Mudbound,Nominee
10031,2018,Actress In A Supporting Role,Allison Janney,"I, Tonya",Winner
10032,2018,Actress In A Supporting Role,Lesley Manville,Phantom Thread,Nominee
